rank,category,product_link,name,avg_rating,review_link,rating_count,prime,Images,sentiment score,Answered_Questions,Price,Discount,customer_review_count
63,homeneeds,/Craftsman-Liftmaster-Garage-Remotes-139-53681/dp/B07Z6PFMXD/,            2 for Sears Craftsman Liftmaster Garage Door Opener Remotes (139.53681) 971LM        ,4.2,/product-reviews/B07Z6PFMXD/,5,no prime,3,0.9068513,4,14.99,0,8
64,homeneeds,/Canyso-Lightning-Charging-Connector-Compatible/dp/B07YWKBRQP/,"            Canyso 2 Pack 6ft iPhone Charger, Lightning to USB-A Cable, USB Fast Charging Cord High Speed Data Sync Cord Power Connector Compatible with iPhone X/Xs Max/XR / 8/8 Plus / 7/7 Plus iPad, iPod & More        ",4.3,/product-reviews/B07YWKBRQP/,132,prime,7,0.7173191,7,8.96,0,122
65,homeneeds,/Waterproof-Landscape-Spotlights-Adjustable-Security/dp/B07Z3T8FWV/,"            Solar Lights 2-in-1 Waterproof 9 LEDs Solar Landscape Spotlights Outdoor Adjustable Wall Light Landscape Light Security Lighting Dark Sensing Auto On/Off for Patio Deck Yard Garden Driveway, 4Pack        ",4.6,/product-reviews/B07Z3T8FWV/,81,prime,7,0.6802852,0,39.99,11,84
66,homeneeds,/Master-Outline-Contour-Gauge-Duplicator/dp/B07Y7PKWSK/,"            Master Outline Contour Gauge Duplicator - Selkie 5pcs Contour Gauge Tool Kits, 5"" and 10"" Inch Profile Gauge, Shape Duplicator, Precisely Copy Irregular Shapes W/2 Penciles        ",4.6,/product-reviews/B07Y7PKWSK/,24,prime,7,0.6934001,4,22.49,7,30
67,homeneeds,/Doingart-Outdoor-Christmas-Decorations-Decorative/dp/B07Y7W937S/,"            Doingart Outdoor Solar Christmas Light Decorations, LED Candle, Snowman Christmas Light with Faux Pine Cones, Foliage Accents Garden Decorative Stake        ",5,/product-reviews/B07Y7W937S/,14,prime,7,0.7714922,0,29.99,0,15
68,homeneeds,/Philips-Hue-Bluetooth-compatible-activated/dp/B07VRF9NWK/,"            Philips Hue White Filament ST19 Smart Vintage LED bulb, Bluetooth & Hub compatible (Hue Hub Optional), Edison bulb, voice activated with Alexa        ",4.4,/product-reviews/B07VRF9NWK/,4,prime,6,0.9409806,0,24.95,0,4
70,homeneeds,/European-Adapter-TESSAN-International-American/dp/B07Y2ZNN6N/,"            European Travel Plug Adapter, TESSAN International Power Adaptor with 2 USB 2 American Sockets, Europe Outlet Adapter for US to EU Iceland Italy Spain France Greece (Type C)        ",4.9,/product-reviews/B07Y2ZNN6N/,29,prime,7,0.8151647,11,11.84,21,27
71,homeneeds,/Outline-Contour-Duplicator-Woodworking-Template/dp/B07YDYC133/,"            Master Outline Gauge Contour Gauge Duplicator 5 Inch Shape Duplicator General Tools,Shaping Measure Ruler, Woodworking Shape Tracing Template, Craft Profile Jig Guide,Super Smart Tools        ",4.7,/product-reviews/B07YDYC133/,40,prime,7,0.6267106,6,11.98,8,35
72,homeneeds,/Moallia-Charger-Charging-Lightning-Compatible/dp/B07ZBJCSLS/,"            Moallia iPhone Charger Cable, 2 Pack 6FT Extra Long Nylon Braided USB Fast Charging & Syncing Lightning Cable Compatible with Phone Xs MAX/XR/X/8 Plus/7 Plus/6 Plus/6 [Blue]        ",4.2,/product-reviews/B07ZBJCSLS/,463,prime,7,0.4656057,7,9.09,65,457
73,homeneeds,/Magnetic-Wristband-Strong-Magnets-Holding/dp/B07XXWW7Q2/,"            Magnetic Wristband, Tool Belts with 15 Strong Magnets for Holding Screws, Nails, Drill Bits - Best Tool Organizers Tool Holsters for DIY Handyman, Father/Dad, Husband, Boyfriend, Men, Women - 2 pack        ",4.9,/product-reviews/B07XXWW7Q2/,105,prime,6,0.7810175,8,14.99,0,115
74,homeneeds,/GE-Outlet-Protector-Extension-47225/dp/B07ZTXJY47/,"            GE, White, Outlet Surge Protector, 6 Ft Extension Cord, Power Strip, 800 Joules, Flat Plug, Twist-To-Close Safety Covers, 47225        ",4.6,/product-reviews/B07ZTXJY47/,1180,prime,6,0.4224653,88,11.49,0,1085
75,homeneeds,/Changing-Control-Lighting-Christmas-Decoration/dp/B07YG67BZ7/,"            LED Strip Lights 32.8ft, RGB 5050 LEDs Color Changing Kit with 24key Remote Control and Power Supply, Mood Lighting Led Strips for Home Kitchen Christmas Indoor Decoration        ",4.2,/product-reviews/B07YG67BZ7/,597,prime,7,0.6425622,9,30.99,0,5
76,homeneeds,/MONATA-Pollution-Activated-Woodworking-Activities/dp/B07X2BH1S4/,"            MONATA Reusable Dust Pollution Mask with Activated Carbon Filter and Earloop for Woodworking House Cleaning Gardening and Outdoor Activities (1, Team Black)        ",4.3,/product-reviews/B07X2BH1S4/,106,prime,6,0.6637491,28,16.99,0,101
77,homeneeds,/GE-Grounded-Charging-46852-Standard/dp/B07ZK6B3X6/,"            GE 6 Adapter, 2 Pack, 3 Prong Outlets, Grounded, Wall Charger, Charging Station, 46852, Standard | White        ",4.4,/product-reviews/B07ZK6B3X6/,1719,prime,7,0.3989494,84,7.99,0,1674
79,homeneeds,/612-Vermont-Christmas-Replacement-Incandescent/dp/B07YXDVCCB/,"            612 Vermont 2.5V Clear Mini Christmas Replacement Bulbs for Christmas Trees and Incandescent String Lights, Pinched Base, 100 Count (0.42 Watt, 170 mA)        ",4.8,/product-reviews/B07YXDVCCB/,6,prime,5,0.6186563,4,14.99,0,6
80,homeneeds,/Reemeer-SMD5050-Changing-Control-Bedroom/dp/B07XF2RB3H/,"            LED Strip Lights,Reemeer RGB Strip Lights Kit 32.8ft/10M SMD5050 Color Changing LED Tape Lights with Remote APP Control Sync to Music Apply LED Strip for Bedroom Kitchen Party(2-Pack)        ",4.8,/product-reviews/B07XF2RB3H/,219,prime,7,0.9361768,74,29.59,24,225
81,homeneeds,/Christmas-Projector-KINGWILL-High-Definition-Decoration/dp/B07XSPJHQK/,"            Christmas Holiday Projector Lights,KINGWILL High-Definition Light Projector with 12 Slides Patterns Outdoor/Indoor Party Landscape Garden Halloween Home Birthday Party Decoration with Remote        ",5,/product-reviews/B07XSPJHQK/,17,prime,7,0.8412523,5,29.99,0,17
82,homeneeds,/Gosund-Compatible-Assistant-Required-Version/dp/B07XBS6VL3/,"            Smart Plug Gosund 16A Smart Wifi Outlet Compatible with Alexa and Google Home Voice Assistant, No Hub Required, 2.4G Wifi Only, New Version (2 Pack)        ",4.4,/product-reviews/B07XBS6VL3/,107,prime,7,0.7145619,38,16.99,0,102
83,homeneeds,/20_Oz-Epoxy-resin-AB-Glue/dp/B07P6YCCYY/,"            Clear Epoxy Resin Kit - Art Resin Epoxy Clear Resin 2 Part Epoxy Resin Crystal Clear Casting Resin Jewelry Resin 32 Ounce Kit with Bonus Measuring Cups, Plastic Spreader and Wooden Sticks        ",4.8,/product-reviews/B07P6YCCYY/,294,prime,7,0.8526053,13,36.99,0,290
84,homeneeds,/Contour-Duplicator-Precisely-Irregular-duplicator/dp/B07Y732M3F/,"            2 Pack Contour Gauge, Plastic Profile Gauge, Shape Duplicator, Precisely Copy Irregular Shapes For Easy Cutting and Perfect Fit, contour gauge duplicator 10 Inch and 5 Inch        ",5,/product-reviews/B07Y732M3F/,28,prime,7,0.7107438,7,23.99,0,28
85,homeneeds,/Christmas-Flameless-Candle-Flickering-Decoration/dp/B07YKR912L/,"            Christmas Candles Gifts,Snowman LED Flameless Candles Battery Operated Pillar Candle Moving Effect Flickering Candles with Remote Timer for Christmas Decoration,4"" 5"" 6"" Pack of 3        ",4.3,/product-reviews/B07YKR912L/,166,prime,6,0.8909128,8,26.09,35,164
86,homeneeds,/Book-Light-Reading-Upgraded-Christmas/dp/B07XZK6VW4/,"            Book Light for Reading in Bed at Night, Upgraded Longer Reading Time Book Lamp with Ultra Bright Clip on LED Night Reading Light, Double Use As Bookmark Ideal Gift for Christmas and Birthday        ",5,/product-reviews/B07XZK6VW4/,140,prime,6,0.8981418,8,11.29,0,146
87,homeneeds,/Silicone-Sealing-Adhesive-Anti-Collision-Transparent/dp/B07XZ68MF5/,"            Silicone Seal Strip,8M/26ft Door Strip Bottom for Doors Silicone Sealing Sticker Adhesive for Doors and Windows Gaps of Anti-Collision Silicone (25MM, Transparent)        ",4.7,/product-reviews/B07XZ68MF5/,37,prime,7,0.526844,23,9.58,0,42
88,homeneeds,/Twinkle-Star-Switchable-Lenses-Snowflakes-Multicolor/dp/B07X86R31Z/,"            Twinkle Star Christmas Light Projector with 3 Switchable Lenses-Snowflakes/Elf/Fireworks Pattern Multicolor Moving Lights, LED Landscape Spotlight for Indoor Outdoor Holiday Party Xmas Decoration        ",5,/product-reviews/B07X86R31Z/,2,prime,6,0.5445112,0,13.59,20,2
89,homeneeds,/Flexible-Non-Waterproof-Controller-Cabinet-Lighting/dp/B07XCKGWQ6/,"            Led Strip Lights Kit， 50ft(15M) 5050 SMD RGB Flexible LED Tape Lights Non-Waterproof with DC24V Power Supply 44Key IR Remote Controller for Under Cabinet Lighting Bedroom, Living Room        ",4.2,/product-reviews/B07XCKGWQ6/,40,prime,7,0.7898465,14,29.95,0,38
90,homeneeds,/Deformable-Daylight-Adjustable-Warehouse-Workshop/dp/B07YFG48VB/,"            LED Garage Light 2 Pack 60W E26 6000LM Deformable LED Garage Ceiling Lights 6500K Daylight White with 4 Adjustable Panels, Deformable LED Shop Lights for Garage Warehouse Workshop Basement        ",5,/product-reviews/B07YFG48VB/,33,no prime,7,0.7198012,3,35.99,0,33
91,homeneeds,/BRIONAC-Flashlight-Wavelength-Blacklight-Detection/dp/B07Y2ZM75C/,"            BRIONAC UV Black Light Flashlight, 128 LED 395nm Wavelength Blacklight for Pet (Cat/Dog) Urine Detection with 6AA Batteries (Not Included), Dry Stains, Scorpion and Pet Urine Detector        ",4.8,/product-reviews/B07Y2ZM75C/,204,prime,7,0.4137816,29,20.99,0,202
92,homeneeds,/Compatible-NiteBird-Dimmable-Equivalent-Required/dp/B07Y4BLCTZ/,"            Smart Light Bulb Compatible with Alexa Google Home, NiteBird A19 E26 Wifi Dimmable Warm White 2700K LED Bulbs, 75W Equivalent, No Hub Required, 1 Pack        ",5,/product-reviews/B07Y4BLCTZ/,10,prime,7,0.8227782,3,9.29,0,8
94,homeneeds,/Philips-Hue-Button-Control-required/dp/B07XV1HRVZ/,"            Philips Hue Smart Button for Hue Smart Lights, Smart Light Control, (Hue Hub required)        ",3.5,/product-reviews/B07XV1HRVZ/,20,prime,7,0.5048974,3,19.99,0,20
96,homeneeds,/Deformable-Tribright-6000Lumen-Adjustable-Workshop/dp/B07X92KMKT/,            Led Garage Lights Deformable 60W Tribright Garage Light 6000Lumen Utility Shop Light for Garage CRI80 6000K Garage Ceiling Light with 3 Adjustable Panels for Workshop Basement (No Motion Sensor)        ,4.8,/product-reviews/B07X92KMKT/,589,prime,7,0.6325749,85,28.16,18,568
97,homeneeds,/Huishang-Remover-Flexible-Catcher-Bathroom/dp/B07Y1N3RP1/,"            Huishang Drain Snake Drain Clog Remover,1.8m/5.9ft Flexible Metal Spring Sink Snake Drain Hair Catcher Auger Drain for Bathroom Tub, Toilet, Sink and Kitchen        ",3.9,/product-reviews/B07Y1N3RP1/,40,prime,5,0.4545716,15,8.99,0,34
98,homeneeds,/Waterproof-Changing-Lighting-Flexible-Decoration/dp/B07XKYY11H/,            LED Strip Lights Waterproof 16.4ft Tape Lights Color Changing 5050 RGB 300 LEDs Light Strips Kit with Remote for Home Lighting Kitchen Bed Flexible Strip Lights for Home Bedroom Decoration        ,4.9,/product-reviews/B07XKYY11H/,61,prime,7,0.9244319,19,16.99,0,63
99,homeneeds,/TROND-Protector-Widely-Spaced-Outlets-Extension/dp/B07WS3CBJG/,"            TROND Surge Protector Power Strip with 3 USB Ports, ETL Listed, 7 Widely-Spaced Outlets, Flat Plug, 1700 Joules, 15A 5ft Extension Cord, Wall Mount        ",5,/product-reviews/B07WS3CBJG/,39,prime,7,0.6833871,3,27.99,0,38
100,homeneeds,/Damaged-Extractor-Extension-Adapter-Stripped/dp/B07YTNYPF8/,            Damaged Screw Extractor and Remove Set 22 PCS with Extension Bit Holder and Socket Adapter for Broken Screw or Bolt Stripped Remover        ,4.6,/product-reviews/B07YTNYPF8/,46,prime,7,0.4374663,0,18.99,0,50
1,grocery,/TRUFF-Truffle-Limited-Coriander-Experience/dp/B07XV8LVQK/,"            TRUFF Hot Sauce, White Truffle Limited Release, Gourmet Hot Sauce with Ripe Chili Peppers, Organic Agave Nectar, White Truffle and Coriander, a Limited Flavor Experience in a Bottle, 6oz.        ",4,/product-reviews/B07XV8LVQK/,55,prime,7,0.6514726,13,34.99,0,50
2,grocery,/nutpods-Peppermint-unsweetened-dairy-free-creamer/dp/B07D54ZL26/,"            nutpods Peppermint Mocha, Unsweetened Dairy-Free Liquid Coffee Creamer Made From Almonds and Coconuts (3-pack)        ",4.3,/product-reviews/B07D54ZL26/,241,prime,7,0.8372304,12,13.95,0,237
3,grocery,/Oreo-Covered-Chocolate-Sandwich-Original/dp/B07SL6ZNNK/,"            Oreo [Fudge &] White Fudge Covered Chocolate Sandwich Cookies Holiday Gift Tin, Original Flavor Crème (24 Cookies Total)        ",5,/product-reviews/B07SL6ZNNK/,7,prime,5,0.7649567,0,8.98,0,0
5,grocery,/dp/B0822LFHZC/,            HERSHEY'S Holiday Shape Chocolate Candy Assortment        ,2.6,/product-reviews/B07SSW2HBT/,4,no prime,5,0.7239853,0,9.98,0,0
6,grocery,/nutpods-Peppermint-unsweetened-dairy-free-creamer/dp/B07GQ9T59B/,"            nutpods Peppermint Mocha, Unsweetened Dairy-Free Liquid Coffee Creamer Made From Almonds and Coconuts (6-pack)        ",4.3,/product-reviews/B07GQ9T59B/,241,prime,6,0.8372304,12,23.95,0,237
7,grocery,/Gingerbread-House-Kit-Traditional-Pre-assembled/dp/B07YBGB48N/,"            Gingerbread House Kit - Christmas Traditional Gingerbread House Decorating Kit, Pre-assembled-Includes Ready House, 4 Types of Candies, White Icing, Decorating Bag & Tip &(4) SEWANTA Candy Cup Holders        ",3.5,/product-reviews/B07YBGB48N/,12,prime,7,0.6352122,0,21,0,11
8,grocery,/Hershey-Miniatures-Chocolate-Christmas-Calendar/dp/B07TSK4JHK/,"            Hershey Miniatures and Candy Coated Milk Chocolate Pieces Filled 2019 Christmas Advent Calendar, 4.4 Ounce        ",3.9,/product-reviews/B07TSK4JHK/,13,prime,5,0.5870654,0,2.88,0,0
10,grocery,/MS-Holiday-Chocolate-Christmas-38-ounce/dp/B07T7WXMNL/,"            M&M'S Holiday Peanut Chocolate Christmas Candy Party Size, 38-ounce Bag        ",5,/product-reviews/B07T7WXMNL/,1,prime,7,0.924018,0,8.98,0,1
12,grocery,/Starbucks-Coffee-Holiday-Blend-K-Cup/dp/B07X6NTZ1N/,"            Starbucks Coffee Holiday Blend K-Cup Pods, 72 Count        ",4.2,/product-reviews/B07X6NTZ1N/,25,prime,4,0.6443265,0,46.99,0,18
13,grocery,/Pukka-Herbs-Holiday-Advent-Calendar/dp/B07TF1NV7D/,            Pukka Herbs Tea Holiday Advent Calendar - Christmas Selection        ,4.7,/product-reviews/B07TF1NV7D/,14,prime,7,0.8980076,0,12.99,0,14
14,grocery,/Tim-Hortons-Arabica-Medium-Original/dp/B07YCWBRS8/,"            Tim Hortons 100% Arabica Medium Roast Original Blend Ground Coffee, 3 Pound Can        ",4.7,/product-reviews/B07YCWBRS8/,1752,prime,4,0.767467,0,29.95,0,0
15,grocery,/Trader-Joes-Chocolate-Advent-Calendar/dp/B07ZS7WHBR/,            Trader Joe's 2019 Milk Chocolate Christmas Advent Calendar (Pack of 2 Assorted Designs)        ,1.7,/product-reviews/B07ZS7WHBR/,3,prime,7,0.0933808,0,6.28,0,2
16,grocery,/VAHDAM-Turmeric-Herbal-Assorted-Gift/dp/B07X4CZSVR/,"            VAHDAM, Turmeric Herbal Tea, Assorted Gift Set - 2019 OPRAH'S FAVORITE THINGS - 6 Superfood Blends (75 Cups), Turmeric Tea with Moringa, Ginger, Fennel, Spices - The Best Tea Gift Set for Holidays        ",4.6,/product-reviews/B07X4CZSVR/,317,prime,7,0.9102087,39,39.99,0,314
17,grocery,/Caramel-Keto-Co-Naturally-Sweetened/dp/B07XYFRJTF/,"            Banana Caramel Keto Muffin Mix by Keto and Co | Just 1.8g Net Carbs Per Serving | Gluten Free, Low Carb, No Added Sugar, Naturally Sweetened| (Banana Caramel Muffins)        ",4.7,/product-reviews/B07XYFRJTF/,60,prime,6,0.7619967,0,9.98,0,0
20,grocery,/Hu-Chocolate-Snacks-Gluten-Snacking/dp/B07X7GYQ14/,"            Hu Gems Chocolate Vegan Snacks | Paleo, Gluten Free Dark Chocolate Chips | Baking and Snacking Chips | Plant Based, Non GMO, Kosher | 9oz        ",5,/product-reviews/B07X7GYQ14/,13,prime,7,0.9421654,4,10.99,0,13
21,grocery,/Oh-Nuts-Large-Fruit-Gift/dp/B07Q6ZD19B/,            Oh! Nuts Christmas Gift Baskets - XL 18 Variety Dried Fruit & Nut Gourmet Holiday Family Gifts - Prime Delivery Snack Food Basket Set Unique Ideas for Birthday Men Women Thanksgiving & Valentines Day        ,4.7,/product-reviews/B07Q6ZD19B/,14,prime,6,0.9524957,8,49.99,0,13
23,grocery,/Built-Pack-Energy-Protein-Bars/dp/B07Z47CJW2/,"            Built Bar 18 Pack Energy and Protein Bars - 100% Real Chocolate - High in Whey Protein and Fiber - Gluten Free, Natural Flavoring, No Preservatives (Mixed Box)        ",4,/product-reviews/B07Z47CJW2/,33,prime,4,0.5766301,0,36,0,29
24,grocery,/Succulent-Plants-12-Pack-Rooted-Planter/dp/B07Y8V39NQ/,"            Succulent Plants 6-Pack, Fully Rooted in Planter Pots with Soil - Real Live Potted Succulents,Hand Selected Variety Pack of Mini Succulents        ",3.9,/product-reviews/B07Y8T3RK4/,58,no prime,6,0.6212815,5,22.95,23,57
25,grocery,/Quest-Nutrition-Caramel-Chocolate-Friendly/dp/B07W5LYQ1F/,"            Quest Nutrition Caramel Chocolate Chunk Protein bar, High Protein, Low Carb, Gluten Free, Keto Friendly, 12Count        ",3.8,/product-reviews/B07W5LYQ1F/,15852,prime,7,0.3482905,575,24.99,0,15726
26,grocery,/Amazon-Brand-Cappuccino-Assorted-Colombian/dp/B07P23H371/,"            Amazon Brand – 100 Ct. Solimo Variety Pack Medium and Dark Roast Coffee Pods (Colombian, Dark, French Roast), Compatible with Keurig 2.0 K-Cup Brewers        ",4.2,/product-reviews/B07P23H371/,121,prime,4,0.6337412,3,32.22,0,96
28,grocery,/Fannie-May-Holiday-Chocolate-Christmas/dp/B07YCX3KDH/,"            Fannie May Holiday Wrap Pixies, Milk Chocolate Covered Caramel with Pecans, Christmas Candy Gift Box, 1 Lb        ",3.7,/product-reviews/B07YCX3KDH/,4,prime,7,0.8549188,0,24.99,0,5
29,grocery,/Oreo-Seasonal-Peppermint-Chocolate-Sandwich/dp/B07HX37DBT/,"            OREO Chocolate Sandwich Cookies, Limited Edition Peppermint Bark Flavor Creme, 1 Resealable Pack, 10.7 Ounce        ",4.6,/product-reviews/B07HX37DBT/,40,no prime,6,0.6722674,0,10.99,0,40
30,grocery,/English-Holiday-Christmas-Crackers-Pack/dp/B07XK186CX/,"            English Holiday Christmas Crackers, Pack of 12 - Bows and Berries, 10"" Traditional w/Gift Box        ",5,/product-reviews/B07XK186CX/,2,no prime,1,0.8661649,0,24.95,0,1
31,grocery,/Soeos-Premium-Peppercorns-Grinder-CERTIFIED/dp/B07Y3YL411/,"            Soeos Premium Whole Black Peppercorns 18oz, (TOP GRADE), Black Peppercorns for Grinder Refill, NON-GMO, KOSHER CERTIFIED, Whole black Peppercorns Bulk, 18oz. (1 Pack)        ",5,/product-reviews/B07Y3YL411/,11,prime,7,0.9500572,0,2.96,0,9
32,grocery,/Fantastic-Christmas-Thanksgiving-Sympathy-Delivery/dp/B07Y2DYWJ9/,"            Holiday Nuts Gift Basket | Fresh Sweet & Salty Dry Roasted Gourmet Nuts | Fantastic Food Gift Basket for Christmas, Thanksgiving, Holiday, Sympathy, Family, Men & Women | Prime Delivery        ",4.9,/product-reviews/B07Y2DYWJ9/,37,prime,6,0.95631,0,27.99,0,36
33,grocery,/Fannie-May-Meltaways-Chocolate-Christmas/dp/B07YCWVR8W/,"            Fannie May Holiday Wrap Mint Meltaways, Milk Chocolate & Pastel Candy With A Mint Chocolate Center, Christmas Candy Gift Box, 1 Lb        ",3.7,/product-reviews/B07YCWVR8W/,4,prime,7,0.8549188,0,24.99,0,5
34,grocery,/Gesentur-Birthday-Candles-Numbers-Decoration/dp/B07X8VPG79/,"            Gesentur 1 Birthday Candle Numbers Gold Glitter Happy Birthday Numeral for Weddings, Reunions, Theme Party Perfect Baby’s Pet’s Birthday Cake Candle (Number 1) …        ",4.5,/product-reviews/B07X8V1SDS/,27,prime,7,0.9339348,12,3.89,0,28
35,grocery,/Pork-Panko-Breadcrumbs-Naturally-Gluten-Free/dp/B07XKB63JX/,"            Pork Panko - 0 Carb Pork Rind Breadcrumbs - Keto and Paleo Friendly, Naturally Gluten-Free and Carb-Free (12oz Jar)        ",4.9,/product-reviews/B07XKB63JX/,13,prime,7,0.8541981,0,12.95,0,12
36,grocery,/SlimFast-Snacks-Chocolate-Caramel-Clusters/dp/B07XM97D94/,"            SlimFast Keto Fat Bomb Snacks, Chocolate Caramel Nut Clusters, 20 Grams, 14 Pack Box        ",3.8,/product-reviews/B07XM97D94/,23,prime,7,0.7101565,0,11.99,0,0
37,grocery,/DAVIDsTEA-Calendar-Sampler-Holidays-Infusions/dp/B07YLCY5H1/,"            DAVIDsTEA 24 Days of Tea Advent Calendar 2019, Loose Leaf Tea Sampler, Count Down to the Holidays with 24 Teas and Infusions        ",4.7,/product-reviews/B07YLCY5H1/,11,no prime,4,0.7759475,0,24.99,0,11
38,grocery,/YumEarth-Organic-Mini-Candy-Canes/dp/B07YMMK73J/,            YumEarth Organic Mini Candy Canes        ,4.2,/product-reviews/B07YMMK73J/,617,no prime,2,0.4371618,50,3.69,0,617
39,grocery,/Oreo-Winter-Chocolate-Sandwich-Cookies/dp/B01M2X99MP/,"            OREO Chocolate Sandwich Cookies, Winter Edition, 1 Resealable Pack (15.35 oz.)        ",4.3,/product-reviews/B01M2X99MP/,20,no prime,7,0.8795366,0,27.76,0,0
40,grocery,/Dunkin-Donuts-Chocolate-Single-Brewers/dp/B07Y29X1BZ/,"            Dunkin' Donuts Milk Chocolate Hot Cocoa Single Serve K-Cups for Keurig Brewers, 24 Count        ",5,/product-reviews/B07Y29X1BZ/,4,no prime,4,0.9681756,0,21.98,0,4
41,grocery,/No-Cow-Protein-Cinnamon-Friendly/dp/B081FKGRV8/,"            No Cow Protein Bar, Sticky Cinnamon Roll, 22g Plant Based Protein, Keto Friendly, Low Carb, Low Sugar, Dairy Free, Gluten Free, Vegan, High Fiber, Non-GMO, 12Count        ",4.9,/product-reviews/B081FKGRV8/,15,prime,3,0.9265027,0,44.95,0,0
42,grocery,/Peninsula-Premium-Cocktail-Cherries-Cocktails/dp/B07YSY6NN5/,            Peninsula Premium Cocktail Cherries | Award Winning | For Cocktails and Desserts | American Grown and Made (10.5 oz)        ,4.6,/product-reviews/B07YSY6NN5/,7,prime,7,0.9109,0,7.99,0,0
43,grocery,/Little-Debbie-Christmas-Variety-Pack/dp/B07ZZG7SMY/,            Little Debbie Christmas Variety Pack        ,5,/product-reviews/B07ZZG7SMY/,1,no prime,6,0.7239853,0,9.99,0,1
44,grocery,/Brachs-Peppermint-Mini-Candy-Canes/dp/B07ZP8MSYY/,            Brachs Peppermint Mini Candy Canes (260)        ,3.6,/product-reviews/B07ZP8MSYY/,36,prime,1,0.4878047,6,19.84,0,35
47,grocery,/Thoughtfully-Gifts-Holiday-Double-Chocolate/dp/B07QVBB6LF/,"            Thoughtfully Gifts, Holiday Mini Mug Gift Set, Includes Ceramic Mini Mug and Hot Chocolate Mix        ",4,/product-reviews/B07ZS2BW24/,12,prime,5,0.7024152,0,9.99,0,10
48,grocery,/Quest-Nutrition-Tortilla-Style-Protein/dp/B07RQVPYT7/,"            Quest Nutrition Tortilla Style Protein Chips, Ranch, Baked, 1.1 Ounce (Pack of 12)        ",4.3,/product-reviews/B07RQVPYT7/,3357,prime,7,0.6178634,102,25.49,0,3195
49,grocery,/Bee-Seasonal-Nashville-Cheese-Gal/dp/B07ZZJC74K/,            Bee Seasonal x Nashville Cheese Gal - Cheese & Honey Pairing Box 001 - 4 x 4 Ounces        ,4.4,/product-reviews/B07ZZJC74K/,100,prime,7,0.87617,8,29.99,0,98
51,grocery,/Dirty-Sue-Whiskey-Cocktail-Cherries/dp/B07YLC1FLF/,            Dirty Sue Whiskey Cocktail Cherries (1 Pack)        ,5,/product-reviews/B07YLC1FLF/,2,no prime,3,0.5293518,0,17.95,0,2
52,grocery,/Lakanto-Sugar-Free-Chocolate-Cacao-Almonds/dp/B07Y8XMSXG/,"            Lakanto Sugar-Free Chocolate Bark, 55% Dark Cacao with Almonds and Sea Salt, Keto (5 Ounce)        ",3.9,/product-reviews/B07Y8XMSXG/,10,prime,7,0.756587,0,9.99,0,12
53,grocery,/Indonesian-Vanilla-Beans-Gourmet-longer/dp/B07Z87Q9NZ/,"            Indonesian Vanilla Beans - Gourmet Grade A - 6"" or longer (3 Beans)        ",5,/product-reviews/B07Z87Q9NZ/,17,prime,4,0.9213776,3,8.97,0,16
55,grocery,/Twinings-Seasonal-Collection-Flavors-Cup/dp/B07YGZG5BJ/,"            Twinings Black & Herbal Seasonal Tea Bag Collection, 4 Winter Flavors 40 Tea Bags Total with By The Cup Honey Sticks        ",4.6,/product-reviews/B07YGZG5BJ/,3,prime,7,0.2306443,0,14.95,0,2
57,grocery,/Pringles-Limited-Edition-Roasted-Turkey/dp/B07ZGJGB98/,            Pringles Limited Edition Roasted Turkey        ,2.1,/product-reviews/B07ZGJGB98/,4,prime,1,0.3653488,0,6.57,0,4
59,grocery,/Fannie-May-Chocolate-Assortment-Christmas/dp/B07YCVZMV9/,"            Fannie May Holiday Wrap Colonial Chocolate Assortment, Christmas Candy Gift Box, 1 Lb        ",3.7,/product-reviews/B07YCVZMV9/,4,prime,7,0.8549188,0,24.99,0,5
64,grocery,/HERSHEYS-Chocolate-Holiday-Parties-Decorations/dp/B07T7H7YJM/,"            HERSHEY'S KISS, Giant Milk Chocolate Candy Kiss for Holiday Parties, Decorations and Gifts, 12 oz.        ",4.5,/product-reviews/B07T7H7YJM/,538,prime,5,0.6791039,57,12.85,0,536
66,grocery,/Built-Sample-Energy-Protein-Bars/dp/B081FHLH4B/,"            Built Bar 10 Bar Sample Box Energy and Protein Bars - 100% Real Chocolate - High in Whey Protein and Fiber - Gluten Free, Natural Flavoring, No Preservatives (Sampler Box)        ",4,/product-reviews/B081FHLH4B/,33,no prime,1,0.5766301,0,19.95,0,29
69,grocery,/Quest-Nutrition-Tortilla-Style-Protein/dp/B07RWP9HW5/,"            Quest Nutrition Tortilla Style Protein Chips, Chili Lime, Baked, 1.1 Ounce (Pack of 12)        ",4.3,/product-reviews/B07RWP9HW5/,3357,prime,7,0.6178634,102,24.99,0,3195
70,grocery,/Welchs-Fruit-Snacks-Berries-Cherries/dp/B07Z5PMBM1/,"            Welch's Fruit Snacks Mixed Fruit & Berries n Cherries Combo Pack, 110 Count        ",4.6,/product-reviews/B07Z5PMBM1/,1884,prime,7,0.4725956,83,29.88,0,1758
71,grocery,/Built-Pack-Energy-Protein-Bars/dp/B07Z45PTGP/,"            Built Bar 18 Pack Energy and Protein Bars - 100% Real Chocolate - High in Whey Protein and Fiber - Gluten Free, Natural Flavoring, No Preservatives (Peanut Butter)        ",4,/product-reviews/B07Z45PTGP/,33,prime,6,0.5766301,0,36,0,29
